
0,146,0.0,146,1368.0,0.0,1.691059456518765e+194,8.3386,922,[922],19591.16,[19591.16],232,549385.45,3.6177839,[4520.8]
0,146,0.0,146,38.0,0.0,1.691059456518765e+194,8.3386,984,[984],20329.16,[20329.16],264,13247.0875,477.9468867,[5255.2]
0,146,0.0,146,3558.0,0.0,1.691059456518765e+194,8.3386,1004,[1004],19983.96,[19983.96],393,1005286.9475,667.3197717,[4915.2]
0,146,0.0,146,480.0,0.0,1.691059456518765e+194,8.3386,1060,[1060],20094.76,[20094.76],485,174232.6475,849.333474,[5014.4]
0,146,0.0,146,757.0,0.0,1.691059456518765e+194,8.3386,1092,[1092],19936.76,[19936.76],617,717012.45,1117.9443911,[4864.8]
0,146,0.0,146,102.0,0.0,1.691059456518765e+194,8.3386,1238,[1238],19738.36,[19738.36],823,73881.26,1397.4788871,[4668.0]
0,146,0.0,146,146.0,0.0,1.691059456518765e+194,8.3386,1060,[1060],20211.16,[20211.16],446,44148.71,1906.6505755,[5134.0]
0,146,0.0,146,10.0,0.0,1.691059456518765e+194,8.3386,998,[998],19837.96,[19837.96],901,29175.3475,2470.1327642,[4761.2]
0,146,0.0,146,2514.0,0.0,1.691059456518765e+194,8.3386,952,[952],20116.36,[20116.36],403,617097.14,3224.560399,[5048.4]
0,146,0.0,146,7.0,0.0,1.691059456518765e+194,8.3386,904,[904],20222.36,[20222.36],279,14763.3275,3456.4987496,[5149.2]
0,146,0.0,146,8.0,0.0,1.691059456518765e+194,8.3386,922,[922],20115.56,[20115.56],294,8182.8275,3945.3223602,[5052.0]
0,146,0.0,146,98.0,0.0,1.691059456518765e+194,8.3386,917,[917],20204.36,[20204.36],298,281815.79,4440.4383585,[5138.0]
0,146,0.0,146,77.0,0.0,1.691059456518765e+194,8.3386,900,[900],20211.16,[20211.16],215,15933.3275,4978.7984539,[5144.0]
0,146,0.0,146,7.0,0.0,1.691059456518765e+194,8.3386,924,[924],20030.76,[20030.76],232,7840.4475,5448.5202788,[4958.0]
0,146,0.0,146,26.0,0.0,1.691059456518765e+194,8.3386,896,[896],20161.16,[20161.16],212,17485.9875,5831.2434545,[5092.8]
0,146,0.0,146,75.0,0.0,1.691059456518765e+194,8.3386,943,[943],20076.36,[20076.36],218,44906.31,6234.9479158,[5004.8]
0,146,0.0,146,1963.0,0.0,1.691059456518765e+194,8.3386,919,[919],20116.36,[20116.36],229,771523.21,6846.3717127,[5046.0]
0,146,0.0,146,533.0,0.0,1.691059456518765e+194,8.3386,932,[932],20224.36,[20224.36],224,86321.2875,7197.1783351,[5155.6]
0,146,0.0,146,160.0,0.0,1.691059456518765e+194,8.3386,917,[917],19921.16,[19921.16],214,40691.0875,7674.1097398,[4848.0]
0,146,0.0,146,1641.0,0.0,1.691059456518765e+194,8.3386,897,[897],20083.96,[20083.96],243,466208.74,8280.0008638,[5012.4]
0,146,0.0,146,1293.0,0.0,1.691059456518765e+194,8.3386,908,[908],19996.36,[19996.36],244,290509.2475,8688.5140276,[4930.4]
0,146,0.0,146,288.0,0.0,1.691059456518765e+194,8.3386,900,[900],20151.16,[20151.16],223,36373.96,8905.5118275,[5084.4]
0,146,0.0,146,20.0,0.0,1.691059456518765e+194,8.3386,954,[954],20161.96,[20161.96],244,16679.3275,9297.7980002,[5093.2]
0,146,0.0,146,548.0,0.0,1.691059456518765e+194,8.3386,913,[913],19991.16,[19991.16],230,302047.7,9870.2182393,[4916.8]
0,146,0.0,146,31.0,0.0,1.691059456518765e+194,8.3386,922,[922],19870.76,[19870.76],232,21280.49,10176.6123778,[4802.4]
0,146,0.0,146,41.0,0.0,1.691059456518765e+194,8.3386,921,[921],20257.16,[20257.16],217,7450.84,10792.876391,[5185.6]
0,146,0.0,146,1101.0,0.0,1.691059456518765e+194,8.3386,912,[912],19942.76,[19942.76],234,346340.54,11207.3776115,[4872.4]
0,146,0.0,146,16.0,0.0,1.691059456518765e+194,8.3386,899,[899],20146.36,[20146.36],232,5815.5475,11409.606284,[5074.4]
0,146,0.0,146,1129.0,0.0,1.691059456518765e+194,8.3386,933,[933],20071.96,[20071.96],245,560307.26,11841.8294126,[5002.4]
0,146,0.0,146,28.0,0.0,1.691059456518765e+194,8.3386,919,[919],20278.76,[20278.76],208,7337.6,12185.5015824,[5210.0]
